MSISDN,Resource_Value,Resource_Type,Amount_Charged,Datetime_Charged
9230988629670,51,Data,0,2024-11-13 01:05:34
9230116725380,24,SMS,0,2023-03-27 11:11:23
9230620962249,8,Data,0,2024-11-27 22:37:16
9230240764422,150,Voice,0,2024-05-22 09:45:19
9230736702569,16,SMS,14,2023-04-17 09:39:02
9230991595287,46,SMS,0,2024-01-07 03:56:58
9230578961856,147,Voice,12,2023-09-07 10:36:49
9230951173620,27,Data,0,2024-05-28 20:50:14
9230284966704,102,Voice,9,2023-06-25 07:12:47
9230257976986,47,SMS,0,2023-09-06 16:27:50
9230859259858,44,SMS,10,2023-11-13 02:13:39
9230436309566,46,Data,7,2024-08-27 15:31:43
9230595811548,24,SMS,13,2023-01-09 12:02:55
9230951173620,86,Voice,0,2023-10-20 11:06:03
9230737100009,114,Voice,0,2023-01-15 01:57:23
9230438965158,36,SMS,0,2024-04-16 01:23:09
9230164210176,9,SMS,0,2024-11-11 20:20:59
9230975398588,99,Voice,13,2024-08-22 03:37:40
9230951046596,54,Data,9,2023-03-23 02:46:07
9230776465178,50,Voice,0,2024-11-10 21:20:13
9230174337699,39,SMS,0,2023-05-12 19:56:04
9230974624965,27,Data,0,2023-11-24 12:53:06
9230401465493,183,Voice,18,2023-03-11 13:50:13
9230489567018,235,Voice,0,2023-04-11 15:54:12
9230768882619,42,SMS,0,2023-01-11 10:24:23
9230532210174,38,SMS,0,2024-07-09 06:16:38
9230273259061,68,Data,0,2024-08-15 01:24:24
9230751286997,2,SMS,3,2023-10-09 13:36:15
9230484748077,270,Voice,16,2023-03-24 13:16:00
9230185115570,27,Data,4,2023-02-10 13:47:35
9230577919273,16,SMS,0,2024-07-14 19:27:47
9230927056639,285,Voice,0,2023-02-25 07:20:44
9230676813795,22,Voice,0,2023-09-27 20:55:05
9230237324066,201,Voice,16,2024-09-20 18:03:04
9230150956349,2,SMS,13,2024-07-29 21:01:47
9230626020914,18,SMS,9,2024-12-13 17:52:09
9230162731400,88,Voice,0,2023-09-27 19:49:20
9230530607842,34,Data,0,2024-09-30 14:29:55
9230938865042,1,SMS,0,2024-03-12 04:40:31
9230277713469,47,SMS,19,2023-04-15 06:25:09
9230141894241,48,SMS,0,2023-09-16 18:25:03
9230377740182,115,Voice,1,2024-12-09 13:38:14
9230585087525,56,Voice,20,2023-12-23 02:18:25
9230195976999,156,Voice,11,2023-05-24 16:21:43
9230974624965,12,SMS,0,2023-08-14 20:42:12
9230416880924,48,SMS,17,2024-10-16 01:18:11
9230966239325,15,Voice,14,2024-12-07 00:31:57
9230445974479,32,SMS,7,2024-12-22 05:20:19
9230515222731,60,Voice,0,2024-11-12 06:18:48
9230998618451,85,Data,0,2024-09-10 16:14:19
9230934867447,104,Voice,9,2024-08-02 10:04:36
9230745590992,48,SMS,0,2023-10-04 13:25:43
9230206172868,10,SMS,0,2024-03-12 08:21:13
9230693732136,40,SMS,0,2024-04-19 09:42:49
9230132527460,21,SMS,14,2024-09-13 01:11:34
9230906222160,94,Voice,0,2023-02-05 22:05:51
9230134569915,59,Voice,20,2023-04-15 04:41:34
9230110752086,60,Data,0,2024-02-18 05:55:25
9230859659207,270,Voice,12,2024-05-18 13:24:16
9230269592945,29,SMS,14,2024-04-16 16:02:58
9230300480073,17,SMS,17,2024-01-23 23:39:01
9230372079637,12,SMS,0,2024-07-19 21:33:12
9230776465178,64,Voice,0,2023-12-03 02:46:05
9230863763764,19,Data,18,2024-12-09 23:45:21
9230502363761,13,SMS,20,2023-10-17 09:15:33
9230798629373,32,Data,15,2023-09-07 11:55:34
9230478323663,6,SMS,0,2023-03-19 11:03:40
9230174392318,166,Voice,0,2023-02-12 16:51:35
9230868543023,24,SMS,0,2024-03-26 01:29:57
9230284966704,12,Voice,0,2024-04-20 09:33:56
9230678073159,1,SMS,0,2024-05-15 11:36:33
9230929167854,293,Voice,11,2024-01-11 09:59:02
9230262593890,2,SMS,0,2024-06-23 15:13:24
9230952507106,4,SMS,2,2023-10-24 10:21:33
9230325454471,3,SMS,7,2023-07-12 18:42:33
9230859259858,77,Data,0,2024-08-21 22:30:13
9230371232044,100,Data,12,2023-05-26 00:50:20
9230340061181,83,Voice,0,2024-05-05 03:25:14
9230416880924,39,Data,0,2023-09-29 22:12:44
9230553677954,30,SMS,12,2024-04-16 17:40:34
9230414682673,23,SMS,15,2024-09-26 04:13:37
9230878531833,12,SMS,0,2024-01-30 12:05:12
9230861468048,25,SMS,0,2023-04-05 19:46:44
9230745590992,65,Data,0,2024-06-29 17:06:00
9230578964248,33,SMS,0,2023-04-20 20:24:40
9230469234286,8,Data,0,2023-12-06 08:38:56
9230436309566,30,Voice,0,2023-12-27 14:26:00
9230353836706,21,Voice,1,2023-08-17 12:39:50
9230681869488,34,SMS,14,2023-02-21 11:18:50
9230206172868,90,Data,3,2024-04-02 18:36:53
9230916001896,213,Voice,2,2024-03-15 15:52:11
9230286090141,41,Voice,0,2024-05-08 07:20:34
9230535496574,58,Data,0,2024-12-03 23:25:32
9230361899280,46,SMS,0,2023-12-28 09:20:55
9230372079637,16,Data,5,2024-01-28 20:38:04
9230281653523,262,Voice,7,2024-06-26 21:10:59
9230845937238,15,Data,18,2024-03-02 02:49:18
9230532570407,39,SMS,0,2024-09-13 19:11:30
9230768600866,43,SMS,20,2024-04-06 03:11:24
9230952507106,63,Data,14,2024-11-03 11:23:16
9230536743904,128,Voice,0,2024-12-25 21:07:12
9230782878829,89,Data,0,2024-08-01 00:20:02
9230555117124,37,Voice,0,2023-07-09 09:55:14
9230692205256,207,Voice,0,2023-07-04 16:41:07
9230695127231,5,SMS,2,2024-07-14 11:09:14
9230965222030,41,Data,0,2024-07-29 09:54:30
9230587802695,49,Data,17,2024-05-29 20:17:43
9230563265024,15,Data,0,2024-09-20 16:38:32
9230975398588,127,Voice,0,2024-12-08 22:23:58
9230884555194,20,SMS,18,2024-03-19 07:06:00
9230942028822,7,SMS,0,2024-09-11 11:26:06
9230369808467,190,Voice,0,2023-04-06 08:10:42
9230942028822,17,SMS,0,2024-10-25 04:23:41
9230214230900,43,SMS,0,2024-12-15 18:21:03
9230980574168,10,SMS,0,2024-01-20 05:39:33
9230830363551,8,SMS,0,2023-02-24 03:19:16
9230291832784,29,SMS,0,2023-08-26 19:10:25
9230369808467,24,Voice,0,2024-06-16 22:02:29
9230408988930,15,SMS,0,2024-11-11 20:36:43
9230585087525,25,SMS,0,2024-03-02 21:06:05
9230364676464,292,Voice,0,2023-02-06 03:37:46
9230734656004,2,Data,18,2024-08-10 08:09:49
9230418573546,282,Voice,0,2024-03-16 04:13:47
9230531683554,86,Data,0,2023-01-20 08:43:33
9230691534638,53,Voice,0,2024-06-21 04:27:04
9230406147934,76,Data,0,2024-04-15 13:49:32
9230808755530,84,Data,12,2023-11-03 06:22:55
9230628658338,13,SMS,9,2023-09-25 03:43:42
9230912538628,1,Voice,0,2023-01-13 06:10:10
9230210475028,20,SMS,18,2024-11-01 10:51:12
9230660795550,83,Data,0,2023-07-07 08:16:37
9230804324464,14,SMS,18,2023-09-02 02:31:45
9230344399416,66,Data,10,2024-05-24 06:05:13
9230377808000,25,SMS,0,2023-02-13 10:12:56
9230732582752,17,SMS,0,2024-01-11 02:53:37
9230338854256,13,SMS,10,2023-12-31 05:54:58
9230195976999,275,Voice,20,2023-01-29 10:18:19
9230372387956,16,SMS,17,2023-03-02 21:52:15
9230252568240,149,Voice,12,2023-12-07 04:20:46
9230859759249,40,Voice,2,2024-06-01 21:44:46
9230395884015,43,Voice,7,2024-05-23 20:43:38
9230460925197,17,Data,0,2024-05-13 00:01:36
9230608137268,26,Data,14,2023-04-25 18:14:06
9230504769021,12,SMS,0,2024-05-08 00:44:06
9230986337820,9,SMS,15,2023-11-07 23:26:28
9230252568240,86,Data,0,2024-12-03 06:21:36
9230237324066,234,Voice,0,2024-08-15 07:18:25
9230316119294,129,Voice,0,2024-02-26 04:45:22
9230904602671,41,Data,5,2024-01-09 22:47:09
9230513601178,184,Voice,0,2023-11-01 22:09:22
9230878479840,180,Voice,0,2024-11-23 05:55:43
9230252568240,85,Data,3,2023-03-05 00:55:01
9230587001801,42,Voice,13,2023-03-07 22:06:58
9230844863890,93,Data,0,2024-09-13 00:25:48
9230522252850,20,SMS,0,2023-06-07 06:51:19
9230884555194,38,SMS,16,2023-01-23 23:00:13
9230490717091,80,Data,4,2023-07-22 07:22:41
9230140927318,33,SMS,0,2023-02-03 07:47:21
9230407015189,171,Voice,4,2023-03-13 04:29:47
9230949423190,74,Data,0,2023-05-03 00:46:41
9230401971867,19,SMS,9,2023-02-06 04:53:24
9230660795550,38,Voice,5,2023-08-25 09:23:46
9230710999422,14,Data,16,2024-04-30 07:29:18
9230172475544,44,SMS,5,2024-05-20 21:41:59
9230636066934,188,Voice,5,2024-01-15 02:59:52
9230865836147,33,SMS,14,2024-09-01 18:37:48
9230503425792,275,Voice,0,2024-02-23 16:14:13
9230344399416,241,Voice,14,2024-06-04 03:54:31
9230310826483,77,Voice,5,2024-01-17 13:42:39
9230783931863,91,Data,17,2023-02-08 17:22:51
9230284966704,110,Voice,17,2023-09-13 23:12:38
9230270449680,48,SMS,0,2024-08-19 05:40:19
9230783578773,28,SMS,0,2023-03-17 13:35:32
9230839186102,81,Data,8,2023-08-30 17:23:22
9230260106137,136,Voice,0,2023-07-17 12:29:15
9230632946288,3,Data,0,2023-06-17 12:10:47
9230367979227,7,Data,4,2023-10-19 05:52:30
9230182771385,50,Data,0,2023-06-27 09:32:21
9230292005339,8,Data,0,2024-02-19 16:47:04
9230839531825,67,Data,0,2024-07-30 06:28:51
9230975398588,19,SMS,0,2023-05-29 21:08:58
9230918324323,292,Voice,8,2024-01-20 18:24:20
9230349006281,246,Voice,0,2023-12-15 05:22:27
9230277017963,3,SMS,5,2023-07-20 08:54:15
9230648571772,30,SMS,18,2023-11-23 22:52:51
9230284966704,197,Voice,3,2024-01-11 07:40:32
9230386899259,25,SMS,3,2024-06-17 23:52:00
9230553625236,1,SMS,0,2024-03-04 16:13:00
9230768600866,13,Voice,8,2023-05-13 10:17:11
9230719228714,106,Voice,20,2024-09-23 02:38:58
9230627366212,144,Voice,12,2024-02-04 15:39:57
9230243910318,35,Data,2,2024-07-15 23:09:37
9230868543023,86,Data,0,2023-07-26 07:44:20
9230162731400,19,SMS,0,2024-09-29 19:14:11
9230531073886,49,Voice,0,2023-10-24 22:27:39
9230310826483,51,Voice,0,2023-05-07 12:39:23
9230141894241,25,SMS,0,2023-09-29 20:17:04
9230995147362,275,Voice,0,2023-09-17 02:29:03
9230521850876,26,SMS,4,2024-12-23 20:08:09
9230639362130,204,Voice,14,2024-08-21 07:33:34
9230532570407,297,Voice,12,2024-01-10 22:04:41
9230863903371,2,SMS,1,2024-07-04 18:02:34
9230113042916,3,Data,6,2024-11-01 20:45:55
9230369808467,15,SMS,9,2024-02-11 14:27:13
9230850684352,43,Voice,0,2023-01-23 03:53:46
9230199794288,37,SMS,0,2023-10-21 04:20:48
9230975398588,3,SMS,8,2024-05-22 03:57:44
9230260106137,45,Data,0,2024-09-23 10:46:28
9230533562002,230,Voice,0,2023-02-10 21:59:07
9230525329325,17,SMS,0,2024-02-27 10:52:22
9230683830895,215,Voice,5,2024-12-25 20:03:27
9230958106815,18,SMS,11,2024-06-30 23:59:33
9230951046596,56,Data,0,2024-09-11 04:13:48
9230259441946,46,SMS,8,2023-09-16 06:19:40
9230280094327,68,Data,0,2023-11-09 02:45:31
9230678620520,19,SMS,11,2024-12-11 14:35:38
9230293207299,8,SMS,9,2023-07-21 18:37:55
9230621495764,50,Data,0,2024-05-02 11:27:05
9230281653523,43,SMS,0,2023-04-04 09:35:26
9230838747192,12,Data,0,2024-04-11 03:03:45
9230839531825,4,Voice,0,2024-11-02 16:04:14
9230200289727,17,Voice,0,2024-03-27 01:38:43
9230850684352,68,Data,16,2024-06-20 20:37:16
9230859759249,20,SMS,0,2024-12-26 07:01:48
9230110752086,98,Voice,14,2023-11-02 03:50:11
9230636066934,52,Data,0,2024-04-09 06:56:34
9230934702779,43,SMS,0,2023-12-24 16:13:54
9230563265024,117,Voice,0,2023-04-28 02:16:29
9230583143146,41,Data,0,2024-10-11 06:36:40
9230737100009,60,Data,0,2024-02-09 15:24:58
9230773751253,60,Data,0,2024-10-09 21:38:32
9230395884015,25,SMS,0,2023-01-01 04:21:08
9230957219651,26,SMS,0,2023-01-16 13:52:28
9230270654265,50,SMS,18,2024-10-13 08:14:50
9230469090751,39,SMS,0,2024-03-30 02:47:22
9230289915767,49,Data,5,2024-10-02 07:55:54
9230648571772,38,SMS,6,2023-11-29 23:20:12
9230690127388,285,Voice,13,2023-10-11 14:29:14
9230189367566,11,Data,0,2024-12-11 06:45:56
9230458233434,1,Data,4,2024-03-27 17:49:22
9230175549082,55,Data,0,2024-08-04 13:26:40
9230136370951,10,SMS,0,2024-08-09 17:36:16
9230776465178,63,Voice,0,2023-08-30 20:45:11
9230104488435,39,SMS,0,2023-04-29 12:35:55
9230525329325,29,Data,20,2023-07-17 14:03:10
9230206993428,23,SMS,20,2024-02-18 01:13:33
9230509988441,1,SMS,12,2024-01-04 00:21:50
9230585087525,10,SMS,15,2024-08-23 08:22:41
9230213698765,149,Voice,18,2023-07-08 08:59:53
9230354967134,16,Data,0,2024-05-11 05:43:23
9230963789911,75,Data,11,2023-06-06 20:04:52
9230397501087,45,SMS,19,2023-11-19 05:07:55
9230521850876,55,Data,0,2023-11-20 10:04:20
9230401971867,104,Voice,18,2024-07-23 04:54:52
9230870299395,47,Voice,20,2024-07-13 06:15:35
9230380831002,98,Data,3,2023-09-21 22:41:56
9230515578106,44,SMS,9,2024-06-10 07:18:15
9230756956744,33,Data,15,2023-04-22 00:38:27
9230918324323,6,Data,0,2024-11-18 21:40:17
9230949419871,30,SMS,11,2023-07-21 13:45:19
9230692205256,45,Data,18,2024-10-05 08:20:20
9230542774756,97,Data,0,2024-03-08 14:10:39
9230808755530,282,Voice,12,2023-03-15 17:00:58
9230799348185,6,Voice,9,2024-05-26 21:15:44
9230899644989,47,SMS,3,2024-05-05 07:29:37
9230297855405,280,Voice,15,2023-10-04 12:03:09
9230203822216,35,SMS,9,2024-03-30 10:02:04
9230531683554,2,SMS,0,2024-04-22 05:57:11
9230248021475,43,SMS,5,2024-01-04 18:38:02
9230980574168,30,Data,20,2024-01-27 22:22:35
9230478323663,27,Voice,7,2023-01-07 16:05:02
9230671758459,74,Data,12,2023-12-11 21:37:15
9230899644989,4,SMS,14,2023-04-15 15:16:11
9230632946288,154,Voice,8,2024-02-13 17:30:02
9230460235560,46,SMS,0,2023-05-19 17:16:19
9230940913341,229,Voice,6,2024-09-18 21:29:16
9230380831002,279,Voice,2,2023-07-19 01:33:38
9230894240000,1,Voice,7,2024-01-10 05:33:07
9230457133173,20,SMS,0,2023-03-31 22:52:45
9230522252850,5,SMS,7,2023-09-04 23:55:47
9230401971867,51,Data,13,2024-11-14 02:32:24
9230649026167,72,Voice,10,2023-12-09 19:58:35
9230747965604,35,SMS,0,2023-03-20 12:07:34
9230974624965,99,Data,0,2024-06-08 00:51:23
9230491725711,5,SMS,7,2024-09-22 04:26:58
9230878479840,8,SMS,1,2024-06-08 17:43:11
9230582711549,34,SMS,12,2023-02-14 23:09:05
9230539361665,213,Voice,0,2024-10-23 17:51:08
9230563265024,21,SMS,8,2023-03-24 07:41:51
9230533562002,117,Voice,0,2024-06-17 02:52:06
9230995147362,16,SMS,17,2023-01-23 06:36:21
9230757247005,15,Data,1,2024-07-12 11:34:34
9230850684352,13,SMS,0,2023-07-21 16:28:06
9230416880924,81,Data,0,2024-01-09 09:00:10
9230483525064,47,Data,0,2024-05-14 15:52:39
9230927917724,167,Voice,16,2023-12-19 17:41:20
9230130862663,40,Data,12,2023-06-28 04:14:23
9230694303636,97,Voice,0,2023-10-31 14:13:25
9230224461766,123,Voice,0,2023-04-28 23:30:25
9230261321312,46,SMS,0,2024-04-14 14:59:38
9230988629670,70,Data,20,2023-10-12 07:17:26
9230938865042,74,Voice,20,2024-01-19 13:49:53
9230707021158,24,Voice,0,2023-12-06 19:06:30
9230613161747,35,SMS,0,2024-12-01 17:14:12
9230869170025,33,SMS,7,2023-01-14 06:46:30
9230734032528,39,SMS,0,2024-07-22 10:16:18
9230424681184,17,Data,12,2023-07-10 23:46:11
9230498727181,13,SMS,0,2024-03-03 01:30:07
9230439195173,14,SMS,0,2023-07-13 13:29:45
9230283949996,66,Data,1,2024-05-18 07:42:18
9230104488435,50,Data,0,2024-01-05 00:39:46
9230210475028,146,Voice,17,2024-10-11 02:09:40
9230218302795,65,Voice,3,2024-01-26 18:28:48
9230380721970,12,Data,2,2024-11-21 19:37:35
9230553677954,31,Data,16,2024-07-21 15:56:50
9230808755530,177,Voice,20,2024-10-27 06:15:29
9230555117124,125,Voice,0,2024-10-08 18:22:50
9230668420188,40,Data,0,2023-04-26 13:43:11
9230140927318,257,Voice,0,2024-04-18 09:42:12
9230870299395,94,Data,0,2023-09-06 16:12:27
9230386899259,36,SMS,0,2023-03-30 01:21:44
9230927069977,39,Data,4,2024-11-29 16:12:44
9230899644989,37,SMS,15,2023-06-30 08:29:16
9230135736693,285,Voice,0,2023-08-17 02:06:50
9230626020914,225,Voice,3,2024-07-08 06:37:29
9230283219045,8,Voice,14,2023-10-25 13:35:36
9230584157454,30,Data,19,2023-11-06 23:22:05
9230503425792,28,SMS,18,2023-12-25 04:41:43
9230703883514,19,SMS,11,2024-01-14 21:25:45
9230843939004,64,Voice,17,2023-01-26 20:53:17
9230590622845,99,Data,0,2024-05-24 11:54:31
9230293207299,12,Data,17,2024-08-14 11:01:56
9230681869488,34,Data,19,2023-01-31 19:40:18
9230784359368,216,Voice,10,2024-08-20 20:39:19
9230689135277,11,Data,0,2023-01-13 02:40:24
9230324505412,2,Voice,0,2023-08-26 20:22:23
9230364676464,30,Data,13,2023-07-02 04:34:32
9230889042748,23,Data,4,2023-06-06 19:50:44
9230894993614,13,SMS,0,2023-07-18 09:55:27
9230509493265,84,Data,17,2024-12-15 18:20:18
9230745590992,39,SMS,0,2024-02-19 20:32:41
9230291832784,13,SMS,17,2024-11-14 01:24:52
9230221414651,262,Voice,0,2024-02-10 20:59:34
9230199794288,12,SMS,5,2023-10-29 23:48:15
9230912538628,167,Voice,0,2024-04-28 22:10:29
9230870299395,7,SMS,0,2024-02-10 14:13:03
9230184750806,292,Voice,11,2023-04-16 20:56:24
9230879557130,87,Data,9,2024-02-22 15:59:57
9230283219045,38,SMS,2,2023-07-12 13:11:17
9230595811548,27,SMS,4,2024-10-29 19:34:21
9230483063262,24,Voice,2,2023-08-03 23:24:54
9230322336485,18,SMS,0,2023-02-17 23:04:10
9230587001801,84,Data,0,2024-11-21 06:48:54
9230707021158,38,Data,11,2023-09-16 21:04:58
9230865562600,228,Voice,16,2024-11-24 17:57:20
9230286090141,57,Data,0,2024-11-14 03:05:31
9230492437848,212,Voice,3,2023-06-28 17:36:32
9230793158951,69,Data,0,2024-08-18 16:06:20
9230492437848,16,Data,0,2024-07-30 16:06:56
9230325454471,135,Voice,12,2023-12-19 08:26:57
9230927056639,53,Data,3,2024-08-28 14:53:05
9230484748077,184,Voice,16,2024-12-04 06:22:05
9230208786773,27,SMS,0,2023-01-27 09:58:26
9230169412325,257,Voice,8,2023-08-04 10:49:44
9230535496574,46,SMS,0,2023-05-02 18:08:43
9230291832784,100,Data,0,2023-03-19 16:55:12
9230757247005,49,SMS,0,2023-05-21 21:16:18
9230844863890,70,Data,14,2024-11-29 15:32:13
9230203822216,81,Data,0,2024-06-03 00:27:21
9230717631811,226,Voice,0,2023-03-09 15:57:41
9230678073159,107,Voice,2,2023-06-12 16:38:23
9230510851164,138,Voice,5,2023-12-31 11:26:41
9230644375655,60,Data,0,2023-06-23 06:01:30
9230834904761,6,SMS,0,2024-07-10 08:46:57
9230214230900,276,Voice,14,2023-01-16 16:06:50
9230277017963,203,Voice,14,2023-01-24 00:24:57
9230728340344,18,SMS,0,2024-08-14 22:10:38
9230577919273,99,Data,0,2024-11-26 03:01:44
9230894993614,17,Data,0,2024-04-21 20:11:08
9230150956349,9,Data,7,2024-12-07 13:31:05
9230904602671,192,Voice,14,2023-11-02 09:26:16
9230949419871,1,SMS,0,2023-09-23 03:47:57
9230869170025,242,Voice,1,2024-07-03 09:19:31
9230927917724,59,Data,14,2024-03-14 05:04:09
9230368714655,84,Data,0,2024-11-18 23:36:21
9230492137781,5,Data,0,2024-09-06 23:09:42
9230663695123,14,SMS,12,2024-02-04 09:39:19
9230175549082,96,Data,3,2023-03-15 20:38:43
9230353836706,23,SMS,16,2023-01-09 18:39:13
9230502363761,36,Voice,0,2024-10-26 01:16:59
9230782878829,1,SMS,0,2024-03-23 00:06:25
9230208786773,33,SMS,11,2024-11-04 22:06:53
9230371232044,11,SMS,3,2024-09-17 21:32:20
9230257976986,41,SMS,0,2023-04-24 14:23:39
9230519509585,36,SMS,15,2023-01-03 23:15:01
9230223870632,33,SMS,0,2024-05-10 17:22:49
9230361899280,45,SMS,0,2023-01-15 07:39:02
9230206993428,20,SMS,0,2023-01-05 00:18:29
9230110752086,296,Voice,10,2023-08-28 20:20:06
9230649026167,7,SMS,0,2023-03-12 16:39:53
9230870299395,2,Data,0,2023-04-06 12:26:06
9230203822216,32,SMS,0,2023-08-02 03:37:07
9230694303636,35,Voice,13,2023-05-22 08:33:32
9230491718472,85,Data,0,2023-02-08 01:03:41
9230195976999,184,Voice,0,2023-03-11 11:35:09
9230198819986,60,Data,17,2023-12-23 06:01:08
9230296988060,47,Data,18,2024-09-08 17:01:58
9230857792434,285,Voice,5,2023-10-31 09:49:39
9230845937238,15,SMS,7,2023-03-26 19:03:49
9230276004324,52,Voice,0,2023-12-27 06:33:06
9230242009124,104,Voice,12,2024-12-11 02:31:14
9230349006281,17,SMS,13,2024-12-26 09:30:46
9230515222731,49,SMS,16,2023-11-16 01:03:04
9230102123429,42,SMS,12,2023-11-01 17:16:50
9230493806941,69,Data,0,2024-02-26 15:45:28
9230690127388,37,Voice,0,2024-10-31 12:55:09
9230224461766,28,SMS,8,2023-07-24 01:10:47
9230782878829,81,Data,0,2023-05-26 23:13:32
9230848893085,62,Data,13,2024-09-07 12:15:41
9230445523109,133,Voice,0,2024-04-30 10:24:49
9230353836706,17,SMS,11,2024-09-30 10:39:43
9230284966704,35,SMS,0,2024-02-28 05:18:30
9230226068492,260,Voice,19,2024-08-14 02:26:58
9230951173620,216,Voice,18,2023-09-14 11:55:54
9230719228714,23,SMS,0,2024-04-21 17:23:48
9230750008450,23,Data,4,2024-07-24 04:39:18
9230200289727,47,Data,0,2024-11-19 16:35:31
9230292005339,90,Voice,6,2024-04-03 20:56:46
9230132527460,71,Voice,0,2023-09-05 07:00:19
9230877452953,88,Data,0,2024-12-07 19:03:42
9230226068492,83,Data,10,2024-11-29 22:27:03
9230734328465,293,Voice,0,2023-07-03 00:48:49
9230996583212,44,SMS,0,2023-04-26 09:03:32
9230531683554,92,Data,9,2023-03-14 11:21:20
9230768600866,13,SMS,16,2023-01-26 06:15:54
9230609873958,47,SMS,19,2023-03-22 07:35:07
9230406874492,99,Data,0,2023-07-31 02:25:59
9230728340344,31,SMS,0,2023-09-17 02:50:44
9230878479840,3,Data,3,2024-12-18 01:18:37
9230130432269,42,Data,11,2023-08-12 18:09:09
9230804848289,42,Voice,0,2023-12-17 23:44:51
9230857792434,14,SMS,0,2024-10-17 06:20:19
9230135736693,47,Data,5,2023-08-18 10:27:43
9230521850876,50,SMS,0,2023-08-08 16:58:18
9230401465493,70,Data,0,2023-03-26 16:15:51
9230184750806,99,Data,17,2023-03-13 11:03:11
9230488988175,24,Data,14,2024-09-26 03:05:16
9230519509585,62,Voice,0,2023-08-21 11:27:41
9230689135277,50,SMS,0,2023-11-13 03:42:54
9230788912728,70,Data,0,2024-01-18 02:42:35
9230189367566,51,Data,10,2023-02-23 07:02:03
9230745590992,124,Voice,15,2024-08-17 05:47:35
9230206172868,19,SMS,10,2023-02-06 05:02:39
9230323952441,300,Voice,0,2024-09-04 14:57:45
9230518578339,253,Voice,17,2024-03-19 01:47:22
9230793158951,260,Voice,9,2023-09-25 07:12:11
9230136370951,2,SMS,0,2023-09-23 12:50:42
9230390393385,9,SMS,0,2023-11-16 02:15:21
9230164210176,44,Voice,8,2024-10-05 07:35:11
9230728340344,26,SMS,0,2024-01-23 12:06:56
9230361899280,30,SMS,2,2023-09-18 17:28:59
9230676813795,142,Voice,2,2024-08-10 23:32:25
9230131212541,11,SMS,0,2024-09-14 13:46:49
9230172475544,14,SMS,15,2023-06-03 09:38:00
9230460406713,252,Voice,16,2023-10-20 06:05:01
9230488988175,88,Data,0,2024-07-13 05:40:51
9230587802695,65,Data,18,2023-05-10 20:12:13
9230578964248,13,Voice,4,2023-05-18 10:46:03
9230839186102,19,SMS,12,2023-07-16 19:29:18
9230717631811,62,Data,0,2024-12-09 11:09:29
9230104488435,18,Data,0,2024-02-04 12:34:28
9230560138149,96,Data,9,2023-04-08 11:59:57
9230655468230,26,SMS,0,2023-04-27 17:34:51
9230829631581,48,Data,0,2023-01-26 20:39:28
9230323323380,12,SMS,0,2023-12-31 05:31:58
9230406874492,12,SMS,0,2023-08-25 04:53:51
9230938865042,248,Voice,19,2024-05-24 04:11:17
9230989253929,22,Data,20,2024-05-25 09:42:38
9230927056639,73,Data,8,2023-02-04 11:21:08
9230291832784,18,SMS,18,2023-08-18 09:29:43
9230386899259,18,SMS,0,2024-11-29 04:40:29
9230445974479,46,Voice,0,2023-06-15 18:21:34
9230530607842,75,Voice,0,2024-12-03 09:55:40
9230279476066,43,SMS,18,2023-04-01 17:58:16
9230609873958,1,SMS,0,2024-02-01 16:24:58
9230912538628,41,Data,15,2023-07-20 05:20:54
9230401465493,32,SMS,0,2024-04-19 15:04:06
9230242009124,4,Data,0,2024-09-25 20:12:32
9230216678436,48,Data,9,2024-06-01 08:30:39
9230710999422,99,Data,1,2023-07-30 21:53:57
9230273259061,87,Data,0,2024-03-04 20:03:57
9230222425251,16,Data,0,2023-07-25 21:14:12
9230463124616,12,SMS,0,2023-05-03 04:49:21
9230636066934,10,Data,0,2023-04-01 09:49:07
9230898156533,76,Voice,8,2023-06-08 03:51:13
9230731598505,57,Voice,6,2024-04-24 15:31:37
9230340061181,73,Data,0,2023-02-12 07:56:22
9230322336485,62,Data,0,2023-11-26 22:07:36
9230728340344,28,SMS,9,2024-01-23 09:11:20
9230804324464,10,Data,0,2024-01-16 23:33:57
9230805185257,72,Voice,7,2024-12-12 14:39:20
9230460925197,49,SMS,0,2023-10-29 11:57:01
9230531073886,201,Voice,0,2024-10-31 02:12:07
9230859759249,34,Data,19,2024-03-19 08:36:49
9230877924960,89,Data,13,2024-07-16 14:12:16
9230663695123,99,Data,0,2024-11-23 05:57:27
9230509988441,36,SMS,0,2023-09-20 05:38:36
9230703883514,61,Data,0,2023-10-15 20:06:56
9230407100763,61,Data,0,2023-11-25 14:07:56
9230210475028,73,Data,14,2024-09-08 18:33:42
9230395884015,203,Voice,7,2024-05-06 13:10:41
9230191688658,42,SMS,9,2024-04-03 00:57:07
9230710465361,33,SMS,0,2024-03-08 04:26:14
9230877924960,1,Voice,17,2024-11-28 09:07:39
9230338854256,23,Data,0,2024-10-12 07:54:50
9230458233434,9,Voice,8,2023-04-14 23:39:55
9230975398588,39,SMS,0,2023-12-09 06:51:51
9230578961856,92,Data,8,2023-01-10 15:16:50
9230829631581,125,Voice,4,2024-08-18 12:00:07
9230677426741,94,Data,7,2024-08-03 01:03:15
9230615495383,48,SMS,0,2024-12-04 01:09:07
9230655468230,56,Data,19,2024-10-11 05:10:05
9230702302189,36,SMS,0,2024-11-19 21:38:41
