MSISDN,Data_Browsing_Allowance,SMS_Allowance,Voice_On-Net_Allowance,Voice_Off-Net_Allowance,Data_Social_Allowance,Datetime,Amount
9230759262037,2257,508,100,244,2915,2024-08-23 20:14:14,797
9230805185257,3141,198,62,137,2633,2023-06-08 09:36:49,662
9230292331082,6588,227,54,173,2712,2023-09-22 16:59:38,60
9230243179920,4611,191,102,263,303,2023-04-08 16:43:36,817
9230428352927,5679,795,462,258,982,2023-03-19 23:02:05,502
9230445523109,6256,975,243,222,1667,2023-12-25 06:21:58,433
9230291832784,5459,415,177,98,1404,2024-04-27 14:43:54,643
9230874591636,3712,770,370,292,794,2023-08-23 09:46:17,128
9230938865042,6501,924,375,102,1005,2024-01-21 08:17:42,795
9230101039883,9286,173,450,125,458,2024-10-09 06:27:10,647
9230845739714,6674,108,379,232,2267,2023-08-28 04:52:13,352
9230386899259,4709,223,165,134,1650,2023-10-22 10:45:23,141
9230773751253,880,915,171,251,1657,2023-04-23 04:30:15,59
9230839186102,3756,130,453,125,1300,2024-12-16 22:16:24,991
9230870299395,3244,647,305,43,1722,2024-02-04 21:16:16,575
9230917703637,1393,657,228,146,2576,2024-02-21 03:48:30,633
9230745590992,7065,135,213,288,1997,2023-05-13 21:16:28,171
9230578964248,8381,225,369,112,1946,2024-06-03 15:44:50,319
9230732582752,5494,406,381,285,1894,2024-04-26 03:51:31,289
9230316119294,5203,592,56,51,2328,2023-02-13 00:41:11,520
9230850684352,712,902,107,147,2486,2023-06-02 13:02:05,187
9230260106137,8402,477,131,30,1341,2024-02-25 18:03:13,926
9230759262037,2264,447,448,246,563,2024-03-10 13:05:30,502
9230942028822,2771,487,460,211,1221,2024-08-09 08:23:37,577
9230788912728,999,306,279,291,774,2023-06-02 10:10:43,448
9230175549082,5382,390,454,209,695,2024-06-29 10:54:10,829
9230270449680,6803,525,292,119,301,2023-10-01 04:56:58,171
9230279476066,3397,673,292,57,1101,2024-08-04 07:58:14,261
9230277146142,7807,931,305,33,217,2023-10-08 05:24:21,316
9230773751253,5967,748,480,48,2301,2024-10-04 01:13:49,832
9230114635206,7288,619,342,255,2243,2023-06-09 04:01:15,276
9230191688658,5637,687,205,140,2751,2024-04-15 12:28:57,907
9230359400406,4344,670,455,39,1918,2023-08-04 15:09:55,350
9230491718472,7686,440,133,74,2573,2024-08-31 02:28:53,511
9230538552061,6390,678,287,20,2728,2023-09-15 23:05:21,79
9230377740182,686,147,270,114,1166,2024-02-14 14:49:45,816
9230108284824,9824,490,347,189,1830,2024-09-16 00:19:59,911
9230916001896,1028,348,155,149,1531,2024-04-24 00:56:57,499
9230613161747,1200,953,139,26,439,2024-06-18 20:47:54,289
9230782878829,3495,102,374,219,448,2024-02-22 14:29:48,282
9230483525064,972,233,240,264,613,2023-11-06 08:15:25,724
9230510851164,4851,172,357,185,1811,2024-02-15 07:36:07,59
9230510851164,1880,343,340,245,1099,2023-12-25 21:52:23,179
9230406147934,3460,439,437,142,1315,2024-09-09 02:56:34,828
9230382598306,5775,530,149,255,1634,2023-06-04 17:27:30,893
9230717631811,3242,786,360,143,1730,2024-09-03 06:49:02,268
9230531073886,6419,804,53,119,1966,2023-10-28 00:11:48,443
9230367979227,5000,535,480,63,2683,2023-06-09 13:49:55,600
9230296988060,2574,535,454,119,2547,2024-12-13 07:03:23,685
9230177089747,9846,516,348,197,2387,2023-06-04 19:45:41,916
9230877653565,2018,121,112,136,1694,2024-12-04 20:53:13,136
9230863763764,8959,749,64,41,1815,2023-08-31 03:48:05,965
9230438965158,1383,993,217,202,623,2024-08-16 11:25:32,992
9230929167854,6198,370,185,119,290,2024-08-22 09:40:55,571
9230286090141,4066,394,65,52,551,2024-05-18 11:03:13,934
9230463124616,3073,705,196,52,1529,2024-02-14 08:17:14,169
9230174337699,9858,533,274,281,1089,2023-07-20 14:32:18,821
9230293952148,7609,613,330,100,611,2024-08-24 05:16:16,105
9230130432269,3989,536,214,128,536,2023-07-30 07:56:19,429
9230101039883,6117,380,214,56,2234,2024-09-16 21:41:23,135
9230131679184,7526,745,205,153,357,2024-04-26 15:42:40,950
9230801432971,4021,503,89,188,2785,2023-02-11 02:16:27,749
9230938865042,1991,621,490,175,2574,2023-07-09 02:49:15,505
9230934867447,1358,797,284,68,687,2024-09-14 11:34:07,804
9230267833934,2029,853,302,270,913,2023-10-08 17:00:59,55
9230938865042,3932,108,400,245,1947,2024-10-28 22:36:04,205
9230889042748,5474,208,168,55,2555,2024-11-23 13:50:21,760
9230582461373,2436,396,282,266,903,2023-07-04 17:24:53,904
9230989253929,6094,619,431,142,2076,2024-12-06 22:00:57,200
9230490717091,5253,293,343,39,479,2024-06-21 06:33:06,90
9230300480073,2691,675,252,147,2336,2023-08-09 17:10:50,307
9230184750806,5610,170,208,112,2572,2024-07-17 07:26:25,779
9230195976999,5832,308,286,167,327,2023-08-25 23:20:12,822
9230975398588,4990,909,149,187,2699,2024-01-21 13:54:19,627
9230572489793,1499,491,373,104,1806,2023-07-15 15:03:38,198
9230995147362,2482,875,333,194,2254,2024-02-17 20:31:13,455
9230184750806,5628,473,335,135,2429,2023-08-06 15:00:25,484
9230276660407,6925,176,361,54,1482,2024-07-23 04:00:08,516
9230663695123,3528,776,63,278,650,2024-06-24 09:42:59,632
9230233566905,6316,697,127,30,551,2024-02-16 02:53:57,974
9230101039883,3732,352,475,276,600,2023-03-30 12:52:50,880
9230174392318,9113,257,445,290,244,2024-09-07 13:07:28,251
9230276660407,9049,796,440,152,2353,2023-05-04 22:18:37,968
9230627366212,2644,663,368,91,2788,2024-11-24 22:38:06,144
9230690127388,5540,887,467,53,916,2024-02-11 20:29:50,934
9230445523109,4594,151,127,246,1957,2023-04-28 01:39:20,711
9230479530239,6785,764,468,34,1747,2023-07-24 12:27:49,417
9230917703637,8572,230,313,38,2133,2024-10-09 03:34:51,993
9230161844343,6424,250,289,183,1513,2024-05-11 17:36:49,379
9230101039883,1500,975,158,117,334,2024-04-19 17:58:23,339
9230639362130,9986,552,158,231,1590,2024-08-08 01:16:05,703
9230181101498,5287,361,109,32,2015,2023-08-25 04:17:26,319
9230338505901,7130,537,377,244,352,2024-02-01 11:38:51,755
9230737100009,9801,831,67,299,2751,2023-07-07 20:55:26,961
9230110752086,9919,329,219,115,2712,2023-02-08 06:10:54,137
9230901697602,9208,303,157,67,436,2024-05-11 19:54:40,500
9230583143146,5780,817,345,289,2212,2024-06-30 11:11:55,357
9230141002657,6498,782,474,169,2822,2024-08-30 19:48:31,165
9230768882619,2075,150,276,237,2555,2023-11-08 13:10:22,574
9230198819986,5214,130,397,223,1906,2024-03-17 00:49:37,504
9230518578339,4567,799,358,160,2969,2024-05-01 04:00:54,183
9230401465493,5263,396,458,92,1062,2024-12-15 20:01:56,385
9230206993428,6934,352,180,162,2564,2024-07-29 00:59:05,408
9230252568240,6562,876,460,189,2994,2023-10-18 03:33:50,601
9230924151654,2898,557,424,126,1229,2024-04-14 08:31:46,110
9230218302795,5894,513,126,244,1753,2023-08-22 20:10:32,106
9230863903371,8332,999,214,140,2750,2023-12-23 04:37:32,913
9230316119294,8363,321,408,281,2856,2024-12-14 21:11:11,182
9230608137268,5542,834,91,46,2144,2024-11-09 00:35:22,722
9230131212541,6274,348,128,135,723,2024-03-27 09:03:54,792
9230663695123,4349,468,464,57,383,2023-11-09 05:45:54,808
9230841273951,8585,519,260,29,2674,2023-03-04 21:53:59,78
9230220901940,8413,400,292,22,2385,2024-08-29 03:09:55,528
9230395884015,4818,718,317,23,2702,2023-02-19 19:59:56,549
9230734032528,1649,191,394,161,2453,2023-04-19 22:24:25,659
9230627366212,7520,453,441,122,1434,2023-04-17 14:35:55,319
9230861468048,3988,730,52,298,1840,2023-10-15 07:41:05,945
9230110752086,2511,755,485,117,1972,2023-07-21 17:00:21,935
9230762083350,6310,919,273,269,2980,2023-12-14 11:10:25,745
9230202281036,4184,737,209,266,945,2024-05-07 14:30:48,306
9230421889309,7626,498,270,246,2417,2023-08-15 05:43:34,644
9230536743904,9746,333,64,65,1335,2023-05-02 12:15:04,955
9230203822216,4181,140,229,233,2050,2023-04-30 20:00:40,989
9230776465178,7301,642,299,232,2555,2023-09-12 10:51:36,968
9230460406713,4984,451,61,32,2937,2024-03-13 10:13:47,522
9230751286997,1366,755,495,97,1661,2023-01-29 13:32:21,858
9230401465493,5967,438,356,109,980,2023-01-24 13:03:33,519
9230934867447,5326,608,451,176,2549,2023-03-05 22:06:29,360
9230578961856,5519,902,421,147,768,2024-05-21 13:04:34,698
9230869170025,4246,885,177,300,401,2023-12-11 03:10:01,224
9230781941999,3923,675,107,194,1471,2023-11-05 08:51:14,411
9230689135277,4906,553,457,203,2720,2024-08-31 22:43:35,948
9230226068492,6861,170,250,162,270,2024-11-23 20:43:42,350
9230940913341,4067,201,357,232,402,2023-08-25 03:55:09,167
9230993414106,7287,109,178,145,1434,2024-05-08 03:18:24,750
9230734656004,8126,620,426,200,1998,2024-10-08 18:31:59,158
9230578961856,5355,671,197,268,1279,2024-09-03 19:27:19,348
9230759262037,6616,874,418,197,862,2023-09-17 20:52:50,715
9230836421597,4200,770,210,70,2726,2024-02-12 17:46:36,755
9230484748077,1424,209,237,87,1730,2024-11-26 21:23:17,864
9230108807547,7436,356,181,44,1637,2023-04-19 03:42:45,253
9230302161434,752,130,353,40,1822,2023-12-16 04:32:23,658
9230863763764,1027,278,315,197,2745,2024-03-06 06:45:24,475
9230678620520,9164,640,115,105,2310,2024-09-09 05:12:14,811
9230934702779,7102,362,460,130,295,2023-08-27 10:16:47,901
9230693732136,3795,447,470,178,844,2024-02-23 11:56:03,123
9230877653565,4624,785,413,25,2633,2023-07-17 12:10:49,259
9230857572590,3492,167,456,261,624,2024-07-24 23:26:31,365
9230799348185,6613,160,414,55,1584,2023-09-16 16:12:42,472
9230906222160,6178,847,394,84,663,2023-07-22 05:43:16,431
9230751286997,8385,573,96,165,2297,2024-07-06 15:53:28,430
9230804324464,9252,794,219,64,871,2023-11-16 01:31:50,961
9230322336485,4576,648,321,243,2529,2024-10-16 22:52:32,217
9230877452953,4848,283,350,269,1741,2023-11-15 18:33:13,247
9230843939004,5800,447,181,280,1803,2024-02-25 18:08:16,651
9230649026167,2908,549,401,212,2813,2024-05-22 19:38:32,500
9230436309566,7060,566,382,44,2741,2024-01-06 07:11:20,398
9230175168797,7411,781,331,215,1856,2024-09-29 20:04:03,419
9230323952441,1692,998,437,296,1452,2023-12-07 16:50:18,569
9230626020914,3521,343,284,65,2219,2024-02-26 22:55:26,688
9230325454471,1478,583,91,249,1094,2024-01-04 21:29:50,467
9230344399416,4383,768,60,233,1126,2023-10-04 09:04:35,138
9230242009124,1253,880,151,229,1688,2023-06-05 13:15:59,398
9230737100009,1621,237,272,196,1874,2024-03-20 04:25:27,800
9230892354021,4812,228,415,191,1189,2023-10-18 08:28:06,386
9230483063262,7633,670,161,51,1854,2023-08-23 19:54:18,898
9230208786773,1747,329,128,102,1752,2023-07-23 09:29:45,380
9230894993614,4250,369,470,248,2182,2024-04-10 22:52:54,368
9230488988175,6230,917,58,280,1959,2024-09-22 10:08:04,92
9230865562600,9272,851,282,80,488,2023-10-02 02:06:08,617
9230845937238,1747,678,455,169,2540,2023-05-13 23:58:11,561
9230949423190,627,928,290,202,343,2023-03-12 06:35:28,319
9230951046596,860,893,151,100,1440,2024-07-30 23:05:00,860
9230584177819,9523,490,115,247,2494,2023-07-19 14:37:28,700
9230734656004,9814,304,404,267,2462,2024-01-14 00:49:09,944
9230952507106,6657,147,205,189,2522,2024-08-19 01:08:38,198
9230328855785,8234,885,224,102,2963,2024-02-15 04:16:06,348
9230518578339,5277,457,84,274,1696,2023-07-19 01:18:23,977
9230231393360,2921,173,378,89,1061,2023-12-25 00:11:03,107
9230490717091,5641,395,109,93,979,2023-01-29 21:59:13,203
9230292331082,8157,434,75,74,997,2023-05-25 11:32:05,545
9230239925602,9003,805,338,43,1825,2024-06-20 07:26:07,201
9230347659110,8566,632,450,107,1896,2023-11-16 14:37:44,515
9230857572590,3166,149,196,36,1260,2024-02-12 00:21:33,836
9230310826483,7393,926,216,59,970,2023-06-12 07:01:39,918
9230639362130,6840,497,398,126,719,2024-11-12 22:06:35,774
9230995147362,9729,136,467,195,1311,2023-02-09 19:10:39,270
9230590622845,4194,744,262,30,540,2023-08-02 08:20:26,977
9230460235560,1233,409,321,285,1798,2024-12-17 08:31:49,701
9230882185417,6793,751,402,99,1105,2024-12-17 23:40:51,824
9230132527460,2173,568,64,263,548,2023-03-29 23:11:15,762
9230869170025,5970,150,486,182,2898,2024-07-22 11:35:59,816
9230678073159,9655,213,186,221,2290,2023-09-06 01:40:27,498
9230760123315,5079,342,334,218,1585,2024-08-19 12:29:20,429
9230621495764,5538,142,266,209,2265,2024-01-15 14:03:38,894
9230491718472,5955,444,81,50,2472,2024-01-15 08:40:42,462
9230608797513,8575,735,449,270,2450,2024-09-12 07:21:23,715
9230633703313,4537,900,378,79,2568,2023-08-06 21:46:50,838
9230274619633,2856,686,202,223,2120,2023-02-28 03:28:46,207
9230693732136,7582,249,75,170,2374,2024-04-14 03:39:29,604
9230839531825,9655,231,102,102,2023,2024-12-05 16:59:56,350
9230276660407,980,280,402,50,2013,2024-01-01 01:10:29,605
9230854996962,7624,381,347,225,2883,2023-12-18 11:57:26,976
9230101039883,2940,460,321,99,797,2023-05-10 10:32:00,708
9230406874492,5206,491,232,25,1590,2023-02-16 00:14:21,890
9230694303636,7229,322,225,21,316,2023-09-02 11:47:06,277
9230829631581,4155,650,112,130,1355,2024-06-03 13:55:35,948
9230222425251,4966,286,196,222,770,2024-06-20 14:50:24,324
9230865562600,7304,562,299,50,1542,2023-09-14 22:51:26,670
9230203822216,8281,764,429,142,258,2024-08-13 19:06:50,721
9230949423190,8101,311,457,265,962,2023-02-18 08:05:45,937
9230504769021,4250,722,321,63,534,2023-01-26 12:39:49,298
9230502363761,1552,164,373,234,2858,2024-12-25 20:38:57,716
9230365091079,1169,767,495,64,321,2024-08-06 13:15:45,399
9230206993428,9287,954,206,260,1746,2024-12-31 14:05:47,534
9230625617252,6951,519,298,126,1809,2024-11-21 00:23:38,655
9230270654265,8452,851,72,203,839,2023-10-02 12:00:12,336
9230582875040,5419,599,407,105,1679,2024-04-04 20:58:07,344
9230578961856,4186,872,207,154,987,2024-10-23 11:59:47,820
9230214230900,2897,767,420,160,2367,2023-01-27 22:38:13,927
9230889042748,3264,722,376,139,401,2024-10-10 05:55:19,327
9230323323380,8451,412,312,236,776,2024-02-08 23:13:23,839
9230110752086,6086,784,74,88,2978,2023-05-06 19:34:19,109
9230782878829,646,558,139,207,1017,2024-07-05 08:38:18,728
9230406147934,4628,593,281,100,205,2024-03-20 05:40:53,949
9230760123315,1255,816,480,186,1164,2024-05-08 08:53:06,636
9230678620520,2687,269,178,108,699,2024-06-14 10:17:41,561
9230882185417,6044,454,241,42,2913,2023-10-28 06:14:12,516
9230237322715,5164,957,424,238,753,2023-01-03 19:30:12,418
9230808755530,2623,829,238,118,649,2023-06-13 14:21:21,530
9230879503904,8772,787,460,272,370,2024-01-04 11:33:51,492
9230344399416,2684,831,453,47,949,2023-11-11 00:24:32,491
9230798629373,7847,577,483,232,959,2023-10-16 01:35:00,227
9230101039883,522,603,105,118,693,2023-10-26 20:31:44,780
9230844863890,3251,774,489,221,646,2024-11-04 19:37:52,807
9230353836706,3668,645,288,264,2634,2024-11-04 15:06:11,489
9230692205256,7681,155,280,235,2749,2024-12-15 11:45:27,56
9230359400406,1367,348,256,61,2599,2023-01-27 05:15:07,607
9230829631581,7898,569,279,149,2009,2024-06-12 00:47:17,883
9230671758459,4206,976,336,72,1047,2023-01-20 10:41:08,677
9230498727181,9600,102,401,104,551,2023-04-16 13:32:58,824
9230942028822,4808,314,317,29,1845,2024-10-01 17:47:40,113
9230411287976,9762,913,254,133,1689,2023-05-14 17:44:09,763
9230417657556,4292,428,305,169,2898,2024-12-21 09:12:13,568
9230338854256,2172,371,62,221,578,2024-12-07 23:47:56,984
9230575260490,1867,867,160,178,1275,2024-12-18 09:13:39,863
9230648571772,1700,703,500,52,2154,2023-05-18 02:16:21,861
9230270449680,4653,200,77,177,1391,2023-09-03 22:52:01,692
9230376679320,9811,829,105,300,2315,2023-12-27 18:40:56,609
9230535496574,9349,765,129,66,2480,2024-02-14 00:01:58,197
9230377854779,1445,182,431,190,1419,2023-11-05 20:52:24,924
9230276004324,4900,775,71,187,2116,2023-02-22 13:29:30,798
9230681869488,4518,174,120,60,960,2024-12-30 20:16:51,222
9230493806941,3783,415,402,296,1347,2024-11-11 09:45:19,843
9230945377575,798,822,337,80,2521,2024-09-09 21:19:48,975
9230293952148,8565,645,326,139,1901,2024-09-01 21:57:44,623
9230744398113,554,217,91,203,1299,2024-06-09 01:44:27,261
9230927056639,4395,899,260,194,2579,2024-09-23 10:44:45,636
9230488909528,6775,240,256,247,1197,2023-08-13 22:38:28,302
9230560138149,7232,833,371,129,2871,2023-05-29 05:53:16,589
9230660795550,7775,163,119,186,1855,2024-07-17 04:14:51,309
9230284966704,4243,180,407,218,2368,2023-07-18 06:31:26,691
9230771370719,1498,833,339,192,1678,2024-12-23 15:28:29,632
9230865836147,825,589,90,95,309,2023-10-08 09:46:46,316
9230243179920,1942,777,366,211,972,2023-10-30 20:21:30,709
9230248021475,7660,422,312,284,1520,2024-01-13 08:23:34,68
9230161844343,7519,856,230,244,2853,2024-04-11 17:32:26,911
9230998618451,2547,128,339,256,248,2023-08-22 22:19:23,619
9230134569915,674,959,385,48,2200,2024-12-24 22:52:40,77
9230463124616,8346,524,125,29,2145,2024-01-09 03:24:58,976
9230633703313,6569,900,137,182,2297,2024-01-14 02:49:41,307
9230865836147,4072,280,146,85,1116,2023-11-18 00:00:19,367
9230996123791,7367,982,487,23,2989,2024-11-28 21:29:30,982
9230363807566,8740,691,251,162,2275,2024-07-19 21:45:12,795
9230701523260,4268,571,220,262,219,2024-11-05 18:19:31,175
9230417657556,9854,327,488,192,2408,2023-03-01 12:35:47,987
9230717631811,2472,370,77,253,353,2023-06-09 09:43:20,829
9230668420188,1088,771,172,56,1884,2024-07-13 07:30:06,988
9230308743962,8147,564,223,64,2418,2024-01-27 13:06:46,883
9230816548778,6586,619,308,89,374,2023-08-19 02:16:53,409
9230440406252,3490,648,74,30,281,2024-01-02 21:09:25,58
9230200289727,7610,697,262,30,2961,2024-04-17 13:47:47,896
9230633703313,7430,992,118,252,1437,2024-07-30 05:55:38,870
9230845739714,9032,815,325,142,1107,2024-03-06 15:35:52,357
9230424834512,2877,498,262,165,2938,2023-02-25 19:22:32,694
9230613161747,7382,917,148,244,2929,2023-07-29 18:00:38,300
9230583143146,1314,912,413,300,2696,2024-04-17 09:09:48,189
9230926844978,7697,836,130,242,733,2024-05-23 14:30:26,496
9230553677954,1490,272,60,97,668,2024-10-11 20:52:34,406
9230369808467,6980,688,359,200,1871,2024-12-18 14:36:51,221
9230174337699,7482,851,97,205,2656,2023-10-07 02:03:58,801
9230782878829,1823,688,374,43,226,2023-07-03 13:42:12,802
9230834904761,7728,460,104,85,2657,2024-07-13 13:28:31,94
9230715340104,5065,496,155,49,2330,2024-09-17 10:29:28,684
9230768882619,4706,511,470,142,2982,2024-03-04 05:55:35,173
9230380831002,8168,285,173,270,2088,2023-03-23 05:00:37,224
9230865562600,7159,476,87,126,1474,2024-04-22 06:22:45,837
9230350789665,8624,762,179,96,2774,2024-07-08 11:35:06,828
9230678620520,2920,316,52,97,1514,2024-02-16 07:30:22,403
9230174392318,5939,453,68,112,2786,2024-07-07 20:47:17,255
9230277017963,8908,440,161,202,1979,2024-07-23 21:12:27,137
9230929167854,3068,203,59,65,2871,2023-06-17 19:35:50,251
9230240764422,5965,768,253,245,2365,2023-03-21 23:16:17,937
9230942028822,6792,610,438,244,659,2023-12-22 04:15:08,76
9230493806941,1977,970,374,155,792,2023-10-29 14:22:11,146
9230649026167,4074,972,69,287,1009,2023-02-17 05:49:52,984
9230184750806,721,229,252,119,2970,2024-08-07 15:38:08,897
9230945377575,9309,433,232,282,2745,2024-10-02 21:05:26,340
9230323323380,4071,733,472,256,1445,2024-12-20 19:41:23,596
9230942028822,6423,935,175,254,2987,2024-04-17 20:27:29,420
9230206172868,1629,797,146,58,2670,2024-09-23 01:26:28,899
9230277713469,1054,963,481,288,999,2023-04-14 07:04:46,302
9230202281036,4903,953,313,34,899,2024-08-31 05:10:21,404
9230277713469,5555,166,97,206,1651,2023-07-26 16:13:34,613
9230411287976,6080,204,146,215,1457,2023-03-09 04:53:05,873
9230578964248,2718,131,113,200,2675,2024-05-30 04:14:16,802
9230372387956,2463,323,265,65,1195,2024-07-04 04:27:51,79
9230483525064,642,124,406,250,744,2023-05-05 12:05:40,362
9230140927318,1737,691,298,208,2049,2024-02-02 18:37:40,949
9230781941999,5444,191,235,71,2144,2023-04-14 17:16:40,447
9230913469186,4924,313,178,190,2377,2023-01-14 17:48:50,423
9230863763764,1119,496,227,204,1198,2023-08-17 06:41:03,702
9230277713469,2311,152,98,255,2197,2023-03-20 06:49:11,545
9230536743904,4781,368,411,38,2503,2023-11-24 21:13:01,778
9230501743542,4895,675,385,246,2657,2024-10-17 11:25:29,869
9230553625236,3859,412,412,114,1503,2024-07-20 11:46:19,529
9230503425792,2869,218,76,65,546,2023-08-10 00:01:52,190
9230927056639,1721,705,126,122,1949,2023-04-20 04:05:38,802
9230440406252,1143,347,486,170,1781,2024-06-09 12:41:56,178
9230859759249,7057,404,79,226,2298,2023-02-03 11:48:46,88
9230850684352,5638,933,309,46,599,2023-03-23 10:20:51,112
9230541679053,9689,124,239,75,786,2023-11-27 16:56:22,486
9230367979227,4524,613,247,204,1508,2024-06-06 00:30:42,304
9230899644989,6384,273,366,239,2391,2023-07-20 06:59:14,848
9230644375655,4117,759,402,79,2115,2023-05-10 17:41:23,586
9230182771385,7589,374,207,219,2830,2024-06-20 04:40:51,54
9230901697602,6428,307,267,257,527,2024-10-13 13:25:06,899
9230277017963,6958,908,402,183,2031,2023-11-25 17:03:52,721
9230998618451,1746,987,415,70,376,2024-02-03 06:59:40,649
9230101039883,4960,515,265,213,2450,2023-05-01 22:23:06,920
9230270449680,8617,724,101,236,2939,2023-04-16 23:44:32,220
9230336452998,2157,418,101,112,1416,2023-11-04 06:14:58,951
9230371232044,2774,286,428,108,1624,2023-09-28 12:49:38,131
9230762083350,5939,785,216,45,1768,2024-10-29 14:07:20,274
9230845937238,9403,823,240,94,2188,2024-08-28 03:37:28,425
9230284527343,7940,991,269,87,1249,2024-05-04 02:14:37,287
9230793158951,2579,320,331,259,2859,2023-11-21 19:54:45,75
9230958106815,4863,971,296,93,1559,2023-03-03 23:55:13,231
9230519509585,7704,761,147,184,1149,2024-10-26 20:26:16,72
9230590622845,9523,419,323,200,887,2024-01-01 13:33:06,159
9230460235560,9012,969,266,140,1189,2023-02-05 06:08:32,326
9230916001896,1330,658,377,70,1339,2024-02-18 03:49:56,580
9230518578339,1298,176,446,111,2945,2023-04-30 07:53:52,414
9230502363761,9295,828,355,257,323,2023-11-16 13:31:07,396
9230764380110,3628,155,300,60,1610,2023-01-04 06:21:36,202
9230131679184,3480,676,57,56,2270,2024-03-09 10:59:25,608
9230382598306,2757,154,434,48,2793,2024-06-28 13:48:27,146
9230325454471,4675,425,228,243,1110,2023-03-17 11:23:50,284
9230996123791,5200,645,207,170,1287,2024-08-24 08:11:29,477
9230460925197,9696,847,151,165,1771,2024-07-08 06:35:37,670
9230545817301,7066,340,342,132,2348,2023-10-07 05:55:58,244
9230383558530,7788,784,217,162,1733,2023-01-22 08:14:27,63
9230620962249,6592,414,464,40,1027,2024-08-28 23:08:58,272
9230541679053,8017,322,147,120,538,2024-03-02 21:06:47,730
9230691534638,4038,429,198,222,1196,2023-03-06 13:32:46,568
9230252568240,4700,121,100,185,983,2023-11-25 17:26:41,285
9230340148689,3137,212,329,24,1433,2023-06-07 12:56:03,535
9230336452998,5946,548,59,262,2747,2023-12-05 20:36:26,350
9230544164977,9265,407,405,292,960,2023-03-15 04:16:05,558
9230869170025,7465,588,232,131,1645,2023-10-10 13:25:45,674
9230401465493,7626,447,418,133,559,2024-07-28 00:43:04,944
9230734032528,7564,529,52,287,710,2024-11-26 17:34:08,536
9230628658338,4488,659,207,61,2561,2023-02-27 01:49:31,744
9230542774756,9084,789,123,49,1782,2024-10-14 06:48:34,500
9230469090751,9926,630,124,125,690,2023-10-12 15:29:47,403
9230629451290,9351,450,435,110,707,2024-06-07 03:31:41,655
9230208786773,9022,967,135,136,1602,2023-04-03 21:50:40,488
9230509493265,4362,893,397,246,2511,2024-12-28 13:05:33,233
9230375319344,9420,988,306,121,899,2023-02-22 06:49:19,458
9230710465361,6632,598,433,217,241,2024-01-01 18:03:50,744
9230879503904,5910,271,430,24,281,2023-10-04 21:34:54,857
9230917703637,6677,393,228,138,2547,2023-04-06 14:05:12,878
9230501743542,8566,423,441,189,1119,2024-10-02 02:38:12,420
9230267833934,7368,664,115,293,2608,2023-06-21 13:57:55,716
9230636066934,5636,709,368,65,1902,2023-10-01 19:15:38,492
9230539361665,5631,618,468,79,2054,2024-02-09 09:25:18,852
9230483063262,9619,138,56,271,774,2023-06-18 08:01:32,706
9230293952148,1699,353,296,160,408,2024-08-16 06:31:56,453
9230226068492,8051,970,52,214,847,2024-06-29 01:00:58,409
9230414682673,6841,336,184,177,1305,2023-08-06 11:58:41,726
9230242009124,1469,767,451,67,1360,2024-10-03 01:46:15,580
9230996123791,6630,484,294,170,1035,2024-04-01 07:29:50,340
9230460406713,2741,141,180,76,919,2024-04-03 23:51:35,690
9230531683554,2487,737,279,51,796,2024-05-21 23:40:54,961
9230469234286,5205,438,183,278,2025,2023-04-19 05:49:55,55
9230974624965,9853,339,193,77,1691,2023-05-26 01:59:57,348
9230408988930,9313,716,176,294,2210,2023-06-17 06:52:35,773
9230128262006,6102,875,209,208,1777,2024-02-26 10:53:50,312
9230734328465,5621,456,89,287,1062,2023-05-22 08:51:31,187
9230863903371,4357,534,132,191,811,2023-07-04 13:57:40,854
9230636066934,7182,872,418,223,1825,2023-12-20 06:06:25,972
9230863763764,8146,215,108,145,2816,2024-10-15 01:16:50,71
9230390393385,4457,414,493,72,2680,2023-06-30 22:31:31,411
9230845937238,9572,183,494,163,483,2024-08-25 08:11:43,858
9230233566905,8428,557,75,82,1487,2023-11-06 23:05:30,848
9230175168797,1428,320,316,145,1781,2023-09-07 01:49:32,616
9230644375655,4519,143,271,60,530,2024-09-10 22:37:50,854
9230408988930,7953,143,103,59,2019,2024-06-24 10:32:25,648
9230414682673,7862,371,177,73,775,2024-01-14 19:25:01,860
9230328855785,6298,659,325,125,711,2023-03-01 12:44:04,311
9230260106137,8245,472,135,229,1052,2023-05-22 17:28:46,994
9230297855405,659,756,415,207,514,2024-03-05 23:38:42,133
9230734328465,3520,638,273,115,994,2023-06-07 00:57:54,412
9230836421597,9988,952,435,29,1861,2023-12-28 13:13:33,119
9230644375655,3420,896,189,92,684,2023-12-24 22:14:57,170
9230243179920,3954,350,62,263,623,2024-09-15 15:08:47,410
9230164210176,6375,252,353,210,1486,2024-06-27 16:04:50,1000
9230284527343,7812,177,180,156,1337,2023-02-13 14:37:27,515
9230502363761,4288,465,86,226,579,2024-12-07 15:13:45,271
9230710999422,9399,873,464,271,1070,2023-11-28 04:44:42,758
9230889163981,7978,942,347,213,2682,2024-09-03 17:58:34,531
9230585087525,7156,799,278,278,357,2023-11-29 11:58:32,348
9230367979227,8097,792,161,244,1482,2024-07-09 17:22:29,694
9230695127231,3607,859,183,271,2388,2024-05-07 05:53:22,168
9230135736693,4406,995,439,77,729,2023-04-20 15:09:43,425
9230231393360,7834,979,125,273,809,2023-01-07 08:36:56,247
