Amount Charged,Resources Consumed,Datetime Charged,MSISDN
7,37 seconds voice call,2023-03-15 05:10:37,9230237322715
0,31 MB data,2023-06-08 05:11:59,9230498727181
0,73 MB data,2024-02-22 18:39:30,9230587001801
12,102 seconds voice call,2024-07-07 01:37:43,9230302161434
13,9 SMS,2024-05-06 22:48:24,9230737100009
0,5 seconds voice call,2023-03-11 01:26:56,9230608797513
0,34 SMS,2024-12-05 01:15:17,9230924151654
0,19 MB data,2024-06-04 09:27:34,9230877452953
0,34 MB data,2023-04-26 02:10:41,9230174337699
13,29 MB data,2023-01-04 23:31:19,9230300480073
3,52 MB data,2023-09-02 15:55:03,9230668420188
0,51 MB data,2023-12-09 10:29:23,9230582711549
0,149 seconds voice call,2023-04-27 04:28:52,9230386899259
0,41 seconds voice call,2023-07-10 23:43:59,9230734328465
5,170 seconds voice call,2024-11-23 19:38:35,9230440406252
0,17 SMS,2023-09-23 17:48:58,9230781941999
20,4 SMS,2023-03-16 18:42:15,9230535496574
0,117 seconds voice call,2023-05-17 22:01:24,9230904602671
2,95 MB data,2023-03-03 19:27:31,9230380721970
0,96 MB data,2024-10-24 19:22:50,9230719228714
5,42 SMS,2024-08-14 16:55:19,9230710999422
8,56 MB data,2023-12-26 23:03:35,9230371331909
5,15 SMS,2024-05-08 23:34:59,9230291832784
12,55 MB data,2023-04-25 21:01:19,9230390393385
2,23 MB data,2023-07-16 08:37:55,9230878479840
0,40 SMS,2023-01-21 17:54:50,9230382598306
0,24 SMS,2023-09-20 07:05:26,9230175549082
0,55 MB data,2023-01-25 12:09:18,9230108807547
0,58 seconds voice call,2023-01-21 10:35:29,9230261321312
0,96 MB data,2024-07-14 05:12:35,9230859659207
0,14 MB data,2023-08-23 08:41:35,9230280094327
0,166 seconds voice call,2023-10-11 10:28:09,9230980574168
16,178 seconds voice call,2024-09-11 19:56:26,9230136074684
0,48 SMS,2023-08-06 22:28:14,9230927069977
0,15 seconds voice call,2023-03-27 04:08:18,9230965222030
9,253 seconds voice call,2024-09-22 23:42:12,9230570122595
16,43 MB data,2023-08-03 00:10:34,9230859759249
11,24 seconds voice call,2024-06-01 00:11:39,9230526661255
6,2 SMS,2024-08-28 14:18:14,9230491718472
17,20 SMS,2024-11-13 23:42:57,9230368714655
0,28 SMS,2023-10-17 16:41:33,9230863763764
2,122 seconds voice call,2024-08-20 03:35:13,9230267833934
10,15 SMS,2023-12-16 06:29:44,9230857572590
11,44 SMS,2024-08-14 19:01:57,9230156332171
14,265 seconds voice call,2024-04-27 15:06:19,9230383558530
0,60 MB data,2024-08-26 18:40:45,9230628658338
0,249 seconds voice call,2024-05-24 14:25:57,9230863763764
0,32 SMS,2024-06-28 04:53:32,9230701523260
2,81 MB data,2023-08-27 06:31:54,9230801432971
0,14 MB data,2024-05-21 11:08:16,9230731598505
17,283 seconds voice call,2023-11-17 04:57:57,9230216678436
5,62 MB data,2024-05-14 01:46:04,9230756956744
0,114 seconds voice call,2024-10-03 21:56:42,9230169412325
0,45 SMS,2023-02-07 16:12:57,9230633703313
20,57 MB data,2024-08-06 16:10:55,9230252568240
0,71 MB data,2024-02-05 02:16:04,9230210475028
20,67 MB data,2024-07-02 12:19:49,9230776465178
2,9 SMS,2023-08-12 06:29:38,9230114635206
0,11 MB data,2023-06-21 13:01:10,9230252568240
0,10 SMS,2024-08-08 09:08:20,9230793158951
0,9 MB data,2023-12-02 13:35:51,9230539361665
0,127 seconds voice call,2024-04-29 07:31:55,9230323323380
0,16 SMS,2023-04-03 23:30:15,9230369808467
16,29 SMS,2023-11-26 08:53:52,9230322336485
8,58 MB data,2023-03-18 11:07:25,9230913469186
0,82 seconds voice call,2023-09-20 02:39:18,9230199794288
0,3 SMS,2023-10-09 07:35:41,9230214230900
2,6 SMS,2024-02-23 04:22:50,9230942028822
19,65 MB data,2024-02-29 05:54:05,9230368714655
0,41 MB data,2024-08-06 12:24:09,9230683830895
0,256 seconds voice call,2023-12-11 03:26:01,9230644375655
8,71 MB data,2023-11-08 22:50:06,9230206172868
19,236 seconds voice call,2024-12-25 03:58:32,9230364676464
7,181 seconds voice call,2023-04-19 05:31:13,9230504769021
11,213 seconds voice call,2024-09-07 10:56:33,9230677273280
0,1 SMS,2024-06-12 07:06:23,9230870299395
0,91 seconds voice call,2024-11-01 16:06:20,9230390393385
18,45 MB data,2024-08-29 09:44:29,9230216678436
0,49 SMS,2024-09-27 14:54:21,9230996629579
5,99 MB data,2024-10-10 09:51:00,9230681869488
7,18 SMS,2024-10-16 00:03:22,9230509988441
10,43 MB data,2024-09-15 19:34:29,9230491718472
0,18 SMS,2023-10-22 07:17:07,9230756956744
1,40 SMS,2023-08-04 18:47:25,9230834904761
0,230 seconds voice call,2024-03-31 19:58:18,9230113042916
18,172 seconds voice call,2024-04-21 06:00:11,9230269592945
0,19 MB data,2023-12-10 10:05:17,9230788912728
0,77 MB data,2024-05-28 06:24:14,9230136370951
5,26 seconds voice call,2023-06-21 14:53:40,9230424834512
12,22 MB data,2024-03-23 02:37:56,9230863763764
0,65 MB data,2024-10-18 20:33:16,9230781941999
0,34 seconds voice call,2023-03-23 18:42:55,9230768600866
0,10 SMS,2024-12-29 07:46:12,9230717631811
7,8 MB data,2023-09-18 02:01:52,9230372387956
0,142 seconds voice call,2023-02-15 15:18:20,9230230356648
0,187 seconds voice call,2024-05-18 16:33:35,9230625617252
16,85 MB data,2023-12-14 10:06:07,9230135736693
12,15 SMS,2024-12-22 14:52:59,9230223870632
14,106 seconds voice call,2023-08-10 04:34:20,9230899644989
4,2 MB data,2024-05-30 00:09:22,9230966239325
19,68 MB data,2024-06-11 11:03:47,9230439195173
0,98 MB data,2023-07-02 06:46:43,9230764380110
0,93 MB data,2023-05-06 20:50:09,9230899644989
0,1 MB data,2023-05-07 06:54:12,9230719228714
0,34 seconds voice call,2023-05-04 08:30:40,9230395884015
8,2 MB data,2023-04-11 20:00:11,9230208786773
0,136 seconds voice call,2024-08-18 11:09:50,9230756956744
0,38 MB data,2024-01-21 00:32:07,9230175168797
0,41 SMS,2024-10-22 15:40:45,9230625617252
0,94 MB data,2023-05-25 04:00:47,9230858271073
17,46 MB data,2023-06-25 07:33:20,9230570122595
0,11 SMS,2023-12-13 14:25:14,9230203803040
0,158 seconds voice call,2024-07-15 05:50:45,9230582711549
3,97 seconds voice call,2023-06-16 06:04:15,9230340061181
0,24 SMS,2023-07-05 09:14:46,9230371331909
0,82 MB data,2023-03-02 01:40:47,9230132527460
0,97 MB data,2023-10-13 13:59:32,9230438965158
0,187 seconds voice call,2024-03-26 03:48:23,9230461913145
0,92 MB data,2024-09-25 04:47:34,9230376679320
0,44 MB data,2023-05-22 03:06:40,9230649026167
0,14 SMS,2024-09-01 22:34:20,9230734656004
0,133 seconds voice call,2023-12-07 21:16:12,9230538552061
15,271 seconds voice call,2023-10-25 09:01:14,9230336452998
0,98 seconds voice call,2024-04-28 19:32:41,9230648571772
5,229 seconds voice call,2023-12-24 01:07:33,9230610000463
0,225 seconds voice call,2023-07-08 18:17:22,9230206993428
12,257 seconds voice call,2024-08-20 11:03:57,9230951173620
0,55 MB data,2023-05-17 22:27:36,9230877653565
2,95 MB data,2024-01-23 00:23:11,9230532210174
0,17 SMS,2024-04-22 03:07:37,9230172475544
0,48 SMS,2024-10-18 00:00:43,9230401465493
18,160 seconds voice call,2023-12-09 15:01:26,9230195976999
17,236 seconds voice call,2024-04-13 23:46:52,9230380831002
0,48 MB data,2023-10-06 05:04:59,9230951173620
0,12 SMS,2024-05-11 23:05:12,9230322336485
3,37 SMS,2024-10-30 06:11:29,9230830363551
17,4 SMS,2023-05-06 10:16:51,9230460235560
13,33 MB data,2024-08-21 04:22:47,9230383558530
13,6 SMS,2023-09-20 12:51:50,9230683830895
15,124 seconds voice call,2023-07-30 07:54:38,9230695127231
20,40 SMS,2024-08-15 10:51:05,9230130590594
8,58 MB data,2023-10-16 22:17:19,9230734032528
20,140 seconds voice call,2023-02-05 08:10:39,9230538552061
0,48 SMS,2023-09-20 23:52:12,9230491725711
18,29 SMS,2023-09-22 03:57:02,9230836421597
0,77 MB data,2023-10-21 00:13:12,9230356540951
0,158 seconds voice call,2023-01-25 19:01:25,9230845937238
0,53 MB data,2023-03-04 09:01:51,9230783931863
18,144 seconds voice call,2023-07-23 08:27:08,9230498727181
13,10 SMS,2024-05-31 03:14:34,9230417657556
0,114 seconds voice call,2024-08-13 17:29:34,9230128262006
15,23 MB data,2023-04-03 18:59:47,9230695127231
18,38 SMS,2024-12-16 22:48:31,9230491718472
13,11 MB data,2023-03-22 20:50:53,9230349006281
13,275 seconds voice call,2023-04-30 01:09:44,9230222425251
0,62 seconds voice call,2024-05-20 19:35:54,9230600587929
8,85 MB data,2023-02-23 14:32:22,9230934702779
0,265 seconds voice call,2023-07-07 00:12:31,9230660795550
0,295 seconds voice call,2024-02-22 00:37:00,9230816548778
0,73 MB data,2023-01-08 22:51:10,9230991595287
13,5 SMS,2024-08-17 17:10:02,9230744398113
0,42 seconds voice call,2024-09-24 04:37:19,9230608137268
0,169 seconds voice call,2023-04-20 20:05:50,9230210475028
0,12 MB data,2024-12-05 01:53:20,9230677273280
0,51 MB data,2024-11-13 01:05:34,9230988629670
0,24 SMS,2023-03-27 11:11:23,9230116725380
0,8 MB data,2024-11-27 22:37:16,9230620962249
0,150 seconds voice call,2024-05-22 09:45:19,9230240764422
14,16 SMS,2023-04-17 09:39:02,9230736702569
0,46 SMS,2024-01-07 03:56:58,9230991595287
12,147 seconds voice call,2023-09-07 10:36:49,9230578961856
0,27 MB data,2024-05-28 20:50:14,9230951173620
9,102 seconds voice call,2023-06-25 07:12:47,9230284966704
0,47 SMS,2023-09-06 16:27:50,9230257976986
10,44 SMS,2023-11-13 02:13:39,9230859259858
7,46 MB data,2024-08-27 15:31:43,9230436309566
13,24 SMS,2023-01-09 12:02:55,9230595811548
0,86 seconds voice call,2023-10-20 11:06:03,9230951173620
0,114 seconds voice call,2023-01-15 01:57:23,9230737100009
0,36 SMS,2024-04-16 01:23:09,9230438965158
0,9 SMS,2024-11-11 20:20:59,9230164210176
13,99 seconds voice call,2024-08-22 03:37:40,9230975398588
9,54 MB data,2023-03-23 02:46:07,9230951046596
0,50 seconds voice call,2024-11-10 21:20:13,9230776465178
0,39 SMS,2023-05-12 19:56:04,9230174337699
0,27 MB data,2023-11-24 12:53:06,9230974624965
18,183 seconds voice call,2023-03-11 13:50:13,9230401465493
0,235 seconds voice call,2023-04-11 15:54:12,9230489567018
0,42 SMS,2023-01-11 10:24:23,9230768882619
0,38 SMS,2024-07-09 06:16:38,9230532210174
0,68 MB data,2024-08-15 01:24:24,9230273259061
3,2 SMS,2023-10-09 13:36:15,9230751286997
16,270 seconds voice call,2023-03-24 13:16:00,9230484748077
4,27 MB data,2023-02-10 13:47:35,9230185115570
0,16 SMS,2024-07-14 19:27:47,9230577919273
0,285 seconds voice call,2023-02-25 07:20:44,9230927056639
0,22 seconds voice call,2023-09-27 20:55:05,9230676813795
16,201 seconds voice call,2024-09-20 18:03:04,9230237324066
13,2 SMS,2024-07-29 21:01:47,9230150956349
9,18 SMS,2024-12-13 17:52:09,9230626020914
0,88 seconds voice call,2023-09-27 19:49:20,9230162731400
0,34 MB data,2024-09-30 14:29:55,9230530607842
0,1 SMS,2024-03-12 04:40:31,9230938865042
19,47 SMS,2023-04-15 06:25:09,9230277713469
0,48 SMS,2023-09-16 18:25:03,9230141894241
1,115 seconds voice call,2024-12-09 13:38:14,9230377740182
20,56 seconds voice call,2023-12-23 02:18:25,9230585087525
11,156 seconds voice call,2023-05-24 16:21:43,9230195976999
0,12 SMS,2023-08-14 20:42:12,9230974624965
17,48 SMS,2024-10-16 01:18:11,9230416880924
14,15 seconds voice call,2024-12-07 00:31:57,9230966239325
7,32 SMS,2024-12-22 05:20:19,9230445974479
0,60 seconds voice call,2024-11-12 06:18:48,9230515222731
0,85 MB data,2024-09-10 16:14:19,9230998618451
9,104 seconds voice call,2024-08-02 10:04:36,9230934867447
0,48 SMS,2023-10-04 13:25:43,9230745590992
0,10 SMS,2024-03-12 08:21:13,9230206172868
0,40 SMS,2024-04-19 09:42:49,9230693732136
14,21 SMS,2024-09-13 01:11:34,9230132527460
0,94 seconds voice call,2023-02-05 22:05:51,9230906222160
20,59 seconds voice call,2023-04-15 04:41:34,9230134569915
0,60 MB data,2024-02-18 05:55:25,9230110752086
12,270 seconds voice call,2024-05-18 13:24:16,9230859659207
14,29 SMS,2024-04-16 16:02:58,9230269592945
17,17 SMS,2024-01-23 23:39:01,9230300480073
0,12 SMS,2024-07-19 21:33:12,9230372079637
0,64 seconds voice call,2023-12-03 02:46:05,9230776465178
18,19 MB data,2024-12-09 23:45:21,9230863763764
20,13 SMS,2023-10-17 09:15:33,9230502363761
15,32 MB data,2023-09-07 11:55:34,9230798629373
0,6 SMS,2023-03-19 11:03:40,9230478323663
0,166 seconds voice call,2023-02-12 16:51:35,9230174392318
0,24 SMS,2024-03-26 01:29:57,9230868543023
0,12 seconds voice call,2024-04-20 09:33:56,9230284966704
0,1 SMS,2024-05-15 11:36:33,9230678073159
11,293 seconds voice call,2024-01-11 09:59:02,9230929167854
0,2 SMS,2024-06-23 15:13:24,9230262593890
2,4 SMS,2023-10-24 10:21:33,9230952507106
7,3 SMS,2023-07-12 18:42:33,9230325454471
0,77 MB data,2024-08-21 22:30:13,9230859259858
12,100 MB data,2023-05-26 00:50:20,9230371232044
0,83 seconds voice call,2024-05-05 03:25:14,9230340061181
0,39 MB data,2023-09-29 22:12:44,9230416880924
12,30 SMS,2024-04-16 17:40:34,9230553677954
15,23 SMS,2024-09-26 04:13:37,9230414682673
0,12 SMS,2024-01-30 12:05:12,9230878531833
0,25 SMS,2023-04-05 19:46:44,9230861468048
0,65 MB data,2024-06-29 17:06:00,9230745590992
0,33 SMS,2023-04-20 20:24:40,9230578964248
0,8 MB data,2023-12-06 08:38:56,9230469234286
0,30 seconds voice call,2023-12-27 14:26:00,9230436309566
1,21 seconds voice call,2023-08-17 12:39:50,9230353836706
14,34 SMS,2023-02-21 11:18:50,9230681869488
3,90 MB data,2024-04-02 18:36:53,9230206172868
2,213 seconds voice call,2024-03-15 15:52:11,9230916001896
0,41 seconds voice call,2024-05-08 07:20:34,9230286090141
0,58 MB data,2024-12-03 23:25:32,9230535496574
0,46 SMS,2023-12-28 09:20:55,9230361899280
5,16 MB data,2024-01-28 20:38:04,9230372079637
7,262 seconds voice call,2024-06-26 21:10:59,9230281653523
18,15 MB data,2024-03-02 02:49:18,9230845937238
0,39 SMS,2024-09-13 19:11:30,9230532570407
20,43 SMS,2024-04-06 03:11:24,9230768600866
14,63 MB data,2024-11-03 11:23:16,9230952507106
0,128 seconds voice call,2024-12-25 21:07:12,9230536743904
0,89 MB data,2024-08-01 00:20:02,9230782878829
0,37 seconds voice call,2023-07-09 09:55:14,9230555117124
0,207 seconds voice call,2023-07-04 16:41:07,9230692205256
2,5 SMS,2024-07-14 11:09:14,9230695127231
0,41 MB data,2024-07-29 09:54:30,9230965222030
17,49 MB data,2024-05-29 20:17:43,9230587802695
0,15 MB data,2024-09-20 16:38:32,9230563265024
0,127 seconds voice call,2024-12-08 22:23:58,9230975398588
18,20 SMS,2024-03-19 07:06:00,9230884555194
0,7 SMS,2024-09-11 11:26:06,9230942028822
0,190 seconds voice call,2023-04-06 08:10:42,9230369808467
0,17 SMS,2024-10-25 04:23:41,9230942028822
0,43 SMS,2024-12-15 18:21:03,9230214230900
0,10 SMS,2024-01-20 05:39:33,9230980574168
0,8 SMS,2023-02-24 03:19:16,9230830363551
0,29 SMS,2023-08-26 19:10:25,9230291832784
0,24 seconds voice call,2024-06-16 22:02:29,9230369808467
0,15 SMS,2024-11-11 20:36:43,9230408988930
0,25 SMS,2024-03-02 21:06:05,9230585087525
0,292 seconds voice call,2023-02-06 03:37:46,9230364676464
18,2 MB data,2024-08-10 08:09:49,9230734656004
0,282 seconds voice call,2024-03-16 04:13:47,9230418573546
0,86 MB data,2023-01-20 08:43:33,9230531683554
0,53 seconds voice call,2024-06-21 04:27:04,9230691534638
0,76 MB data,2024-04-15 13:49:32,9230406147934
12,84 MB data,2023-11-03 06:22:55,9230808755530
9,13 SMS,2023-09-25 03:43:42,9230628658338
0,1 seconds voice call,2023-01-13 06:10:10,9230912538628
18,20 SMS,2024-11-01 10:51:12,9230210475028
0,83 MB data,2023-07-07 08:16:37,9230660795550
18,14 SMS,2023-09-02 02:31:45,9230804324464
10,66 MB data,2024-05-24 06:05:13,9230344399416
0,25 SMS,2023-02-13 10:12:56,9230377808000
0,17 SMS,2024-01-11 02:53:37,9230732582752
10,13 SMS,2023-12-31 05:54:58,9230338854256
20,275 seconds voice call,2023-01-29 10:18:19,9230195976999
17,16 SMS,2023-03-02 21:52:15,9230372387956
12,149 seconds voice call,2023-12-07 04:20:46,9230252568240
2,40 seconds voice call,2024-06-01 21:44:46,9230859759249
7,43 seconds voice call,2024-05-23 20:43:38,9230395884015
0,17 MB data,2024-05-13 00:01:36,9230460925197
14,26 MB data,2023-04-25 18:14:06,9230608137268
0,12 SMS,2024-05-08 00:44:06,9230504769021
15,9 SMS,2023-11-07 23:26:28,9230986337820
0,86 MB data,2024-12-03 06:21:36,9230252568240
0,234 seconds voice call,2024-08-15 07:18:25,9230237324066
0,129 seconds voice call,2024-02-26 04:45:22,9230316119294
5,41 MB data,2024-01-09 22:47:09,9230904602671
0,184 seconds voice call,2023-11-01 22:09:22,9230513601178
0,180 seconds voice call,2024-11-23 05:55:43,9230878479840
3,85 MB data,2023-03-05 00:55:01,9230252568240
13,42 seconds voice call,2023-03-07 22:06:58,9230587001801
0,93 MB data,2024-09-13 00:25:48,9230844863890
0,20 SMS,2023-06-07 06:51:19,9230522252850
16,38 SMS,2023-01-23 23:00:13,9230884555194
4,80 MB data,2023-07-22 07:22:41,9230490717091
0,33 SMS,2023-02-03 07:47:21,9230140927318
4,171 seconds voice call,2023-03-13 04:29:47,9230407015189
0,74 MB data,2023-05-03 00:46:41,9230949423190
9,19 SMS,2023-02-06 04:53:24,9230401971867
5,38 seconds voice call,2023-08-25 09:23:46,9230660795550
16,14 MB data,2024-04-30 07:29:18,9230710999422
5,44 SMS,2024-05-20 21:41:59,9230172475544
5,188 seconds voice call,2024-01-15 02:59:52,9230636066934
14,33 SMS,2024-09-01 18:37:48,9230865836147
0,275 seconds voice call,2024-02-23 16:14:13,9230503425792
14,241 seconds voice call,2024-06-04 03:54:31,9230344399416
5,77 seconds voice call,2024-01-17 13:42:39,9230310826483
17,91 MB data,2023-02-08 17:22:51,9230783931863
17,110 seconds voice call,2023-09-13 23:12:38,9230284966704
0,48 SMS,2024-08-19 05:40:19,9230270449680
0,28 SMS,2023-03-17 13:35:32,9230783578773
8,81 MB data,2023-08-30 17:23:22,9230839186102
0,136 seconds voice call,2023-07-17 12:29:15,9230260106137
0,3 MB data,2023-06-17 12:10:47,9230632946288
4,7 MB data,2023-10-19 05:52:30,9230367979227
0,50 MB data,2023-06-27 09:32:21,9230182771385
0,8 MB data,2024-02-19 16:47:04,9230292005339
0,67 MB data,2024-07-30 06:28:51,9230839531825
0,19 SMS,2023-05-29 21:08:58,9230975398588
8,292 seconds voice call,2024-01-20 18:24:20,9230918324323
0,246 seconds voice call,2023-12-15 05:22:27,9230349006281
5,3 SMS,2023-07-20 08:54:15,9230277017963
18,30 SMS,2023-11-23 22:52:51,9230648571772
3,197 seconds voice call,2024-01-11 07:40:32,9230284966704
3,25 SMS,2024-06-17 23:52:00,9230386899259
0,1 SMS,2024-03-04 16:13:00,9230553625236
8,13 seconds voice call,2023-05-13 10:17:11,9230768600866
20,106 seconds voice call,2024-09-23 02:38:58,9230719228714
12,144 seconds voice call,2024-02-04 15:39:57,9230627366212
2,35 MB data,2024-07-15 23:09:37,9230243910318
0,86 MB data,2023-07-26 07:44:20,9230868543023
0,19 SMS,2024-09-29 19:14:11,9230162731400
0,49 seconds voice call,2023-10-24 22:27:39,9230531073886
0,51 seconds voice call,2023-05-07 12:39:23,9230310826483
0,25 SMS,2023-09-29 20:17:04,9230141894241
0,275 seconds voice call,2023-09-17 02:29:03,9230995147362
4,26 SMS,2024-12-23 20:08:09,9230521850876
14,204 seconds voice call,2024-08-21 07:33:34,9230639362130
12,297 seconds voice call,2024-01-10 22:04:41,9230532570407
1,2 SMS,2024-07-04 18:02:34,9230863903371
6,3 MB data,2024-11-01 20:45:55,9230113042916
9,15 SMS,2024-02-11 14:27:13,9230369808467
0,43 seconds voice call,2023-01-23 03:53:46,9230850684352
0,37 SMS,2023-10-21 04:20:48,9230199794288
8,3 SMS,2024-05-22 03:57:44,9230975398588
0,45 MB data,2024-09-23 10:46:28,9230260106137
0,230 seconds voice call,2023-02-10 21:59:07,9230533562002
0,17 SMS,2024-02-27 10:52:22,9230525329325
5,215 seconds voice call,2024-12-25 20:03:27,9230683830895
11,18 SMS,2024-06-30 23:59:33,9230958106815
0,56 MB data,2024-09-11 04:13:48,9230951046596
8,46 SMS,2023-09-16 06:19:40,9230259441946
0,68 MB data,2023-11-09 02:45:31,9230280094327
11,19 SMS,2024-12-11 14:35:38,9230678620520
9,8 SMS,2023-07-21 18:37:55,9230293207299
0,50 MB data,2024-05-02 11:27:05,9230621495764
0,43 SMS,2023-04-04 09:35:26,9230281653523
0,12 MB data,2024-04-11 03:03:45,9230838747192
0,4 seconds voice call,2024-11-02 16:04:14,9230839531825
0,17 seconds voice call,2024-03-27 01:38:43,9230200289727
16,68 MB data,2024-06-20 20:37:16,9230850684352
0,20 SMS,2024-12-26 07:01:48,9230859759249
14,98 seconds voice call,2023-11-02 03:50:11,9230110752086
0,52 MB data,2024-04-09 06:56:34,9230636066934
0,43 SMS,2023-12-24 16:13:54,9230934702779
0,117 seconds voice call,2023-04-28 02:16:29,9230563265024
0,41 MB data,2024-10-11 06:36:40,9230583143146
0,60 MB data,2024-02-09 15:24:58,9230737100009
0,60 MB data,2024-10-09 21:38:32,9230773751253
0,25 SMS,2023-01-01 04:21:08,9230395884015
0,26 SMS,2023-01-16 13:52:28,9230957219651
18,50 SMS,2024-10-13 08:14:50,9230270654265
0,39 SMS,2024-03-30 02:47:22,9230469090751
5,49 MB data,2024-10-02 07:55:54,9230289915767
6,38 SMS,2023-11-29 23:20:12,9230648571772
13,285 seconds voice call,2023-10-11 14:29:14,9230690127388
0,11 MB data,2024-12-11 06:45:56,9230189367566
4,1 MB data,2024-03-27 17:49:22,9230458233434
0,55 MB data,2024-08-04 13:26:40,9230175549082
0,10 SMS,2024-08-09 17:36:16,9230136370951
0,63 seconds voice call,2023-08-30 20:45:11,9230776465178
0,39 SMS,2023-04-29 12:35:55,9230104488435
20,29 MB data,2023-07-17 14:03:10,9230525329325
20,23 SMS,2024-02-18 01:13:33,9230206993428
12,1 SMS,2024-01-04 00:21:50,9230509988441
15,10 SMS,2024-08-23 08:22:41,9230585087525
18,149 seconds voice call,2023-07-08 08:59:53,9230213698765
0,16 MB data,2024-05-11 05:43:23,9230354967134
11,75 MB data,2023-06-06 20:04:52,9230963789911
19,45 SMS,2023-11-19 05:07:55,9230397501087
0,55 MB data,2023-11-20 10:04:20,9230521850876
18,104 seconds voice call,2024-07-23 04:54:52,9230401971867
20,47 seconds voice call,2024-07-13 06:15:35,9230870299395
3,98 MB data,2023-09-21 22:41:56,9230380831002
9,44 SMS,2024-06-10 07:18:15,9230515578106
15,33 MB data,2023-04-22 00:38:27,9230756956744
0,6 MB data,2024-11-18 21:40:17,9230918324323
11,30 SMS,2023-07-21 13:45:19,9230949419871
18,45 MB data,2024-10-05 08:20:20,9230692205256
0,97 MB data,2024-03-08 14:10:39,9230542774756
12,282 seconds voice call,2023-03-15 17:00:58,9230808755530
9,6 seconds voice call,2024-05-26 21:15:44,9230799348185
3,47 SMS,2024-05-05 07:29:37,9230899644989
15,280 seconds voice call,2023-10-04 12:03:09,9230297855405
9,35 SMS,2024-03-30 10:02:04,9230203822216
0,2 SMS,2024-04-22 05:57:11,9230531683554
5,43 SMS,2024-01-04 18:38:02,9230248021475
20,30 MB data,2024-01-27 22:22:35,9230980574168
7,27 seconds voice call,2023-01-07 16:05:02,9230478323663
12,74 MB data,2023-12-11 21:37:15,9230671758459
14,4 SMS,2023-04-15 15:16:11,9230899644989
8,154 seconds voice call,2024-02-13 17:30:02,9230632946288
0,46 SMS,2023-05-19 17:16:19,9230460235560
6,229 seconds voice call,2024-09-18 21:29:16,9230940913341
2,279 seconds voice call,2023-07-19 01:33:38,9230380831002
7,1 seconds voice call,2024-01-10 05:33:07,9230894240000
0,20 SMS,2023-03-31 22:52:45,9230457133173
7,5 SMS,2023-09-04 23:55:47,9230522252850
13,51 MB data,2024-11-14 02:32:24,9230401971867
10,72 seconds voice call,2023-12-09 19:58:35,9230649026167
0,35 SMS,2023-03-20 12:07:34,9230747965604
0,99 MB data,2024-06-08 00:51:23,9230974624965
7,5 SMS,2024-09-22 04:26:58,9230491725711
1,8 SMS,2024-06-08 17:43:11,9230878479840
12,34 SMS,2023-02-14 23:09:05,9230582711549
0,213 seconds voice call,2024-10-23 17:51:08,9230539361665
8,21 SMS,2023-03-24 07:41:51,9230563265024
0,117 seconds voice call,2024-06-17 02:52:06,9230533562002
17,16 SMS,2023-01-23 06:36:21,9230995147362
1,15 MB data,2024-07-12 11:34:34,9230757247005
0,13 SMS,2023-07-21 16:28:06,9230850684352
0,81 MB data,2024-01-09 09:00:10,9230416880924
0,47 MB data,2024-05-14 15:52:39,9230483525064
16,167 seconds voice call,2023-12-19 17:41:20,9230927917724
12,40 MB data,2023-06-28 04:14:23,9230130862663
0,97 seconds voice call,2023-10-31 14:13:25,9230694303636
0,123 seconds voice call,2023-04-28 23:30:25,9230224461766
0,46 SMS,2024-04-14 14:59:38,9230261321312
20,70 MB data,2023-10-12 07:17:26,9230988629670
20,74 seconds voice call,2024-01-19 13:49:53,9230938865042
0,24 seconds voice call,2023-12-06 19:06:30,9230707021158
0,35 SMS,2024-12-01 17:14:12,9230613161747
7,33 SMS,2023-01-14 06:46:30,9230869170025
0,39 SMS,2024-07-22 10:16:18,9230734032528
12,17 MB data,2023-07-10 23:46:11,9230424681184
0,13 SMS,2024-03-03 01:30:07,9230498727181
0,14 SMS,2023-07-13 13:29:45,9230439195173
1,66 MB data,2024-05-18 07:42:18,9230283949996
0,50 MB data,2024-01-05 00:39:46,9230104488435
17,146 seconds voice call,2024-10-11 02:09:40,9230210475028
3,65 seconds voice call,2024-01-26 18:28:48,9230218302795
2,12 MB data,2024-11-21 19:37:35,9230380721970
16,31 MB data,2024-07-21 15:56:50,9230553677954
20,177 seconds voice call,2024-10-27 06:15:29,9230808755530
0,125 seconds voice call,2024-10-08 18:22:50,9230555117124
0,40 MB data,2023-04-26 13:43:11,9230668420188
0,257 seconds voice call,2024-04-18 09:42:12,9230140927318
0,94 MB data,2023-09-06 16:12:27,9230870299395
0,36 SMS,2023-03-30 01:21:44,9230386899259
4,39 MB data,2024-11-29 16:12:44,9230927069977
15,37 SMS,2023-06-30 08:29:16,9230899644989
0,285 seconds voice call,2023-08-17 02:06:50,9230135736693
3,225 seconds voice call,2024-07-08 06:37:29,9230626020914
14,8 seconds voice call,2023-10-25 13:35:36,9230283219045
19,30 MB data,2023-11-06 23:22:05,9230584157454
18,28 SMS,2023-12-25 04:41:43,9230503425792
11,19 SMS,2024-01-14 21:25:45,9230703883514
17,64 seconds voice call,2023-01-26 20:53:17,9230843939004
0,99 MB data,2024-05-24 11:54:31,9230590622845
17,12 MB data,2024-08-14 11:01:56,9230293207299
19,34 MB data,2023-01-31 19:40:18,9230681869488
10,216 seconds voice call,2024-08-20 20:39:19,9230784359368
0,11 MB data,2023-01-13 02:40:24,9230689135277
